Scientific.Name,sub-order,Family,DescriptionYear,MaxSVL_mm,MaxAvgBroodSize,Diet,ReproductMode,substrate,TreeImputed,Missing_MaxSVL,Missing_MaxAvgBroodSize,Missing_Diet,Missing_ReproductMode,Missing_substrate
Liolaemus curis,Sauria,Liolaemidae,1985,1034,5.5,Omnivorous,Viviparous,Saxicolous,0,0,0,0,0,0
Liolaemus cuyanus,Sauria,Liolaemidae,1980,1043,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus cuyumhue,Sauria,Liolaemidae,2009,617,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus cyaneinotatus,Sauria,Liolaemidae,2011,592,,Omnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Liolaemus cyanogaster,Sauria,Liolaemidae,1837,71,7.5,Carnivorous,Viviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus darwinii,Sauria,Liolaemidae,1843,69,5.2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus diaguita,Sauria,Liolaemidae,2011,497,,Carnivorous,,Saxicolous,1,0,1,0,1,0
Liolaemus dicktracyi,Sauria,Liolaemidae,2003,92,,Carnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus disjunctus,Sauria,Liolaemidae,1990,92,,,,,1,0,1,1,1,1
Liolaemus ditadai,Sauria,Liolaemidae,1983,95,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus donosobarrosi,Sauria,Liolaemidae,1974,65,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus dorbignyi,Sauria,Liolaemidae,1898,102,,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus duellmani,Sauria,Liolaemidae,1978,90,,Omnivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus dumerili,Sauria,Liolaemidae,2012,8.09e+16,,,,Terrestrial,1,0,1,1,1,0
Liolaemus eleodori,Sauria,Liolaemidae,1985,82,,Omnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus elongatus,Sauria,Liolaemidae,1896,947,5,Omnivorous,Viviparous,Saxicolous,0,0,0,0,0,0
Liolaemus erguetae,Sauria,Liolaemidae,1995,67,,Omnivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus erroneus,Sauria,Liolaemidae,1983,663,,,,,1,0,1,1,1,1
Liolaemus escarchadosi,Sauria,Liolaemidae,1997,91,,Carnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus espinozai,Sauria,Liolaemidae,2005,628,4.4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus etheridgei,Sauria,Liolaemidae,1998,70,,Omnivorous,Viviparous,,1,0,1,0,0,1
Liolaemus exploratorum,Sauria,Liolaemidae,1984,55,,,,,1,0,1,1,1,1
Liolaemus fabiani,Sauria,Liolaemidae,1983,903,2.5,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus famatinae,Sauria,Liolaemidae,1980,58,,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus fittkaui,Sauria,Liolaemidae,1986,65,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Liolaemus fitzgeraldi,Sauria,Liolaemidae,1899,65,2.25,Omnivorous,Viviparous,Saxicolous,1,0,0,0,0,0
Liolaemus fitzingerii,Sauria,Liolaemidae,1837,110,3.5,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus flavipiceus,Sauria,Liolaemidae,2003,958,,,Oviparous,Saxicolous&Terrestrial,1,0,1,1,0,0
Liolaemus forsteri,Sauria,Liolaemidae,1982,103,,Herbivorous,,,1,0,1,0,1,1
Liolaemus foxi,Sauria,Liolaemidae,2000,829,4,Carnivorous,Viviparous,Saxicolous,1,0,0,0,0,0
Liolaemus frassinettii,Sauria,Liolaemidae,2007,911,,,,Saxicolous,1,0,1,1,1,0
Liolaemus fuscus,Sauria,Liolaemidae,1885,535,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus gallardoi,Sauria,Liolaemidae,1982,92,3,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus goetschi,Sauria,Liolaemidae,1938,743,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus gracielae,Sauria,Liolaemidae,2009,7.69e+16,,Herbivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus gracilis,Sauria,Liolaemidae,1843,582,4.75,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus gravenhorstii,Sauria,Liolaemidae,1845,69,6,Carnivorous,Viviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Liolaemus griseus,Sauria,Liolaemidae,1984,70,,Omnivorous,,,1,0,1,0,1,1
Liolaemus grosseorum,Sauria,Liolaemidae,2001,56,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus gununakuna,Sauria,Liolaemidae,2004,975,,Carnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus hajeki,Sauria,Liolaemidae,2004,72,,Carnivorous,,Saxicolous&Terrestrial,1,0,1,0,1,0
Liolaemus halonastes,Sauria,Liolaemidae,2010,718,,,Viviparous,Terrestrial,1,0,1,1,0,0
Liolaemus hatcheri,Sauria,Liolaemidae,1909,73,,Herbivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus heliodermis,Sauria,Liolaemidae,2000,84,,Omnivorous,,Saxicolous,0,0,1,0,1,0
Liolaemus hellmichi,Sauria,Liolaemidae,1975,599,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus hermannunezi,Sauria,Liolaemidae,2007,7.14e+16,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus huacahuasicus,Sauria,Liolaemidae,1985,76,5.4,Herbivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus huayra,Sauria,Liolaemidae,2008,943,,Herbivorous,,Saxicolous,1,0,1,0,1,0
Liolaemus inacayali,Sauria,Liolaemidae,2003,753,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus incaicus,Sauria,Liolaemidae,2007,578,5,,,,0,0,0,1,1,1
Liolaemus insolitus,Sauria,Liolaemidae,1982,658,,Carnivorous,Oviparous,,1,0,1,0,0,1
Liolaemus inti,Sauria,Liolaemidae,2008,904,,Herbivorous,,Saxicolous,1,0,1,0,1,0
Liolaemus irregularis,Sauria,Liolaemidae,1986,90,5.4,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus isabelae,Sauria,Liolaemidae,1993,86,,Carnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus jamesi,Sauria,Liolaemidae,1891,995,6.4,Herbivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus josei,Sauria,Liolaemidae,2005,7.31e+16,,,Oviparous,Terrestrial,0,0,1,1,0,0
Liolaemus juanortizi,Sauria,Liolaemidae,1992,944,,Omnivorous,,Terrestrial,1,0,1,0,1,0
Liolaemus kingii,Sauria,Liolaemidae,1843,100,4,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus kolengh,Sauria,Liolaemidae,2006,624,3.2,Carnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus koslowskyi,Sauria,Liolaemidae,1993,82,6.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus kriegi,Sauria,Liolaemidae,1939,115,4,Omnivorous,Viviparous,Saxicolous,0,0,0,0,0,0
Liolaemus laurenti,Sauria,Liolaemidae,1992,73,3.3,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus lavillai,Sauria,Liolaemidae,2006,645,,Omnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus lemniscatus,Sauria,Liolaemidae,1838,56,4.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus lentus,Sauria,Liolaemidae,1966,698,,,Oviparous,Terrestrial,0,0,1,1,0,0
Liolaemus leopardinus,Sauria,Liolaemidae,1932,102,,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus lineomaculatus,Sauria,Liolaemidae,1885,68,4,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus loboi,Sauria,Liolaemidae,2003,83,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus lopezi,Sauria,Liolaemidae,2005,665,,,,Terrestrial,1,0,1,1,1,0
Liolaemus lorenzmuelleri,Sauria,Liolaemidae,1950,107,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus lutzae,Sauria,Liolaemidae,1938,89,3,Herbivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus magellanicus,Sauria,Liolaemidae,1847,71,6,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus maldonadae,Sauria,Liolaemidae,1991,856,,Carnivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus mapuche,Sauria,Liolaemidae,2002,842,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus martorii,Sauria,Liolaemidae,2003,765,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus melaniceps,Sauria,Liolaemidae,2005,1037,,Omnivorous,,Terrestrial,1,0,1,0,1,0
Liolaemus melanogaster,Sauria,Liolaemidae,1998,91,,,,Cryptic,1,0,1,1,1,0
Liolaemus melanopleurus,Sauria,Liolaemidae,1860,7.09e+16,,,,,1,0,1,1,1,1
Liolaemus melanops,Sauria,Liolaemidae,1888,99,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus millcayac,Sauria,Liolaemidae,2013,7.84e+16,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus molinai,Sauria,Liolaemidae,2002,707,,Herbivorous,,Terrestrial,0,0,1,0,1,0
Liolaemus montanezi,Sauria,Liolaemidae,2006,675,,,Oviparous,Terrestrial,1,0,1,1,0,0
Liolaemus montanus,Sauria,Liolaemidae,1898,75,,Omnivorous,Viviparous,,1,0,1,0,0,1
Liolaemus monticola,Sauria,Liolaemidae,1932,89,4.5,Carnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Liolaemus moradoensis,Sauria,Liolaemidae,1950,60,,,,Saxicolous&Terrestrial,1,0,1,1,1,0
Liolaemus morandae,Sauria,Liolaemidae,2011,621,,,Viviparous,Terrestrial,0,0,1,1,0,0
Liolaemus morenoi,Sauria,Liolaemidae,2003,884,5,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus multicolor,Sauria,Liolaemidae,1898,84,7,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus multimaculatus,Sauria,Liolaemidae,1837,723,4.2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus neuquensis,Sauria,Liolaemidae,1939,611,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus nigriceps,Sauria,Liolaemidae,1860,98,,Herbivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus nigromaculatus,Sauria,Liolaemidae,1834,93,3.09,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus nigroviridis,Sauria,Liolaemidae,1932,884,4.66,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus nitidus,Sauria,Liolaemidae,1834,106,8,Herbivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus occipitalis,Sauria,Liolaemidae,1885,715,2,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus olongasta,Sauria,Liolaemidae,1993,67,3.8,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus orko,Sauria,Liolaemidae,2008,708,,,Viviparous,,1,0,1,1,0,1
Liolaemus ornatus,Sauria,Liolaemidae,1898,712,,Omnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus ortizii,Sauria,Liolaemidae,1982,71,,,,,1,0,1,1,1,1
Liolaemus pacha,Sauria,Liolaemidae,2013,6.79e+16,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus pachacutec,Sauria,Liolaemidae,2013,52,,,Viviparous,,0,0,1,1,0,1
Liolaemus pachecoi,Sauria,Liolaemidae,1995,938,,Omnivorous,Viviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus pagaburoi,Sauria,Liolaemidae,1999,572,5,Omnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus pantherinus,Sauria,Liolaemidae,1909,100,,Herbivorous,Viviparous,,1,0,1,0,0,1
Liolaemus parvus,Sauria,Liolaemidae,2008,71,2.44,Carnivorous,Viviparous,Saxicolous,1,0,0,0,0,0
Liolaemus patriciaiturrae,Sauria,Liolaemidae,1993,966,3.5,Omnivorous,Viviparous,Terrestrial,1,0,0,0,0,0
Liolaemus paulinae,Sauria,Liolaemidae,1961,61,,Carnivorous,Viviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus petrophilus,Sauria,Liolaemidae,1971,1006,,Carnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus pictus,Sauria,Liolaemidae,1837,104,4.5,Omnivorous,Viviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus pipanaco,Sauria,Liolaemidae,2013,797,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus platei,Sauria,Liolaemidae,1898,71,,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus pleopholis,Sauria,Liolaemidae,1998,867,5,,Viviparous,Terrestrial,1,0,0,1,0,0
Liolaemus poconchilensis,Sauria,Liolaemidae,2004,57,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Liolaemus poecilochromus,Sauria,Liolaemidae,1986,7.61e+16,,Herbivorous,Viviparous,Terrestrial,1,0,1,0,0,0
Liolaemus polystictus,Sauria,Liolaemidae,1992,86,,,,,1,0,1,1,1,1
Liolaemus porosus,Sauria,Liolaemidae,2013,7.29e+16,,Omnivorous,,Saxicolous&Terrestrial,1,0,1,0,1,0
Liolaemus pseudoanomalus,Sauria,Liolaemidae,1981,68,6.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus pseudolemniscatus,Sauria,Liolaemidae,1990,541,2.5,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus puelche,Sauria,Liolaemidae,2007,89,,,Oviparous,Terrestrial,0,0,1,1,0,0
Liolaemus pulcherrimus,Sauria,Liolaemidae,1992,76,,Omnivorous,Viviparous,,1,0,1,0,0,1
Liolaemus puna,Sauria,Liolaemidae,2004,56,3,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus punmahuida,Sauria,Liolaemidae,2003,965,,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus puritamensis,Sauria,Liolaemidae,1989,101,,Omnivorous,Oviparous,Saxicolous,1,0,1,0,0,0
Liolaemus purul,Sauria,Liolaemidae,2012,7.71e+16,,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus pyriphlogos,Sauria,Liolaemidae,2012,568,,,,,1,0,1,1,1,1
Liolaemus quilmes,Sauria,Liolaemidae,1993,89,5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus rabinoi,Sauria,Liolaemidae,1974,68,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus ramirezae,Sauria,Liolaemidae,1999,576,5,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus riojanus,Sauria,Liolaemidae,1979,63,4.2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus robertmertensi,Sauria,Liolaemidae,1964,63,,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus robertoi,Sauria,Liolaemidae,2004,715,4.5,Omnivorous,Viviparous,Saxicolous&Terrestrial,1,0,0,0,0,0
Liolaemus robustus,Sauria,Liolaemidae,1992,85,,,Viviparous,,1,0,1,1,0,1
Liolaemus rosenmanni,Sauria,Liolaemidae,1992,7.79e+16,3,Carnivorous,Viviparous,Saxicolous&Terrestrial,1,0,0,0,0,0
Liolaemus rothi,Sauria,Liolaemidae,1898,1042,7,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus ruibali,Sauria,Liolaemidae,1961,667,3.87,Omnivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus sagei,Sauria,Liolaemidae,2003,100,4.5,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus salinicola,Sauria,Liolaemidae,1986,77,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus sanjuanensis,Sauria,Liolaemidae,1982,65,4.5,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,0,0,0,0
Liolaemus sarmientoi,Sauria,Liolaemidae,1973,984,4.12,Omnivorous,Viviparous,Saxicolous,0,0,0,0,0,0
Liolaemus saxatilis,Sauria,Liolaemidae,1992,60,5.6,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus scapularis,Sauria,Liolaemidae,1982,77,4.36,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus schmidti,Sauria,Liolaemidae,1960,67,,Herbivorous,Viviparous,,1,0,1,0,0,1
Liolaemus schroederi,Sauria,Liolaemidae,1938,677,,Carnivorous,Viviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus scrocchii,Sauria,Liolaemidae,2008,95,,Omnivorous,Viviparous,Saxicolous,1,0,1,0,0,0
Liolaemus senguer,Sauria,Liolaemidae,2005,623,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus septentrionalis,Sauria,Liolaemidae,2005,595,,Carnivorous,Viviparous,Arboreal,1,0,1,0,0,0
Liolaemus shehuen,Sauria,Liolaemidae,2012,998,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus shitan,Sauria,Liolaemidae,2010,987,,Carnivorous,,Saxicolous,1,0,1,0,1,0
Liolaemus signifer,Sauria,Liolaemidae,1837,108,6.4,Omnivorous,Viviparous,Terrestrial,1,0,0,0,0,0
Liolaemus silvai,Sauria,Liolaemidae,1989,7.19e+16,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus silvanae,Sauria,Liolaemidae,1971,78,3,Herbivorous,Viviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Liolaemus sitesi,Sauria,Liolaemidae,2013,798,,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus smaug,Sauria,Liolaemidae,2010,907,,Omnivorous,Viviparous,Saxicolous&Terrestrial,1,0,1,0,0,0
Liolaemus somuncurae,Sauria,Liolaemidae,1981,91,,Carnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus stolzmanni,Sauria,Liolaemidae,1891,613,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus tacnae,Sauria,Liolaemidae,1941,566,,,,Saxicolous&Terrestrial,0,0,1,1,1,0
Liolaemus talampaya,Sauria,Liolaemidae,2004,855,,Carnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus tandiliensis,Sauria,Liolaemidae,2008,582,3.37,Carnivorous,Oviparous,Saxicolous,1,0,0,0,0,0
Liolaemus tari,Sauria,Liolaemidae,1997,102,,Carnivorous,Viviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Liolaemus tehuelche,Sauria,Liolaemidae,2003,742,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus telsen,Sauria,Liolaemidae,1999,75,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus tenuis,Sauria,Liolaemidae,1837,6.46e+16,6,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Liolaemus thermarum,Sauria,Liolaemidae,1996,855,,Carnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus thomasi,Sauria,Liolaemidae,1998,78,,,,Terrestrial,1,0,1,1,1,0
Liolaemus torresi,Sauria,Liolaemidae,2003,65,2,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Liolaemus tregenzai,Sauria,Liolaemidae,2007,902,,Herbivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus tristis,Sauria,Liolaemidae,1997,855,,Carnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus tromen,Sauria,Liolaemidae,2012,825,,,Oviparous,Saxicolous&Terrestrial,0,0,1,1,0,0
Liolaemus tulkas,Sauria,Liolaemidae,2008,7.01e+16,,,,Saxicolous,1,0,1,1,1,0
Liolaemus ubaghsi,Sauria,Liolaemidae,2014,943,,,Viviparous,Saxicolous,1,0,1,1,0,0
Liolaemus umbrifer,Sauria,Liolaemidae,2003,89,,Omnivorous,Viviparous,Saxicolous,0,0,1,0,0,0
Liolaemus uptoni,Sauria,Liolaemidae,2006,87,,Carnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus uspallatensis,Sauria,Liolaemidae,1982,65,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Liolaemus valdesianus,Sauria,Liolaemidae,1950,95,2.5,Omnivorous,Viviparous,Saxicolous&Terrestrial,1,0,0,0,0,0
Liolaemus vallecurensis,Sauria,Liolaemidae,1992,772,,Omnivorous,Viviparous,Terrestrial,0,0,1,0,0,0
Liolaemus variegatus,Sauria,Liolaemidae,1984,65,5.8,,Oviparous,Terrestrial,1,0,0,1,0,0
Liolaemus velosoi,Sauria,Liolaemidae,1987,591,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Liolaemus vulcanus,Sauria,Liolaemidae,2011,972,,Omnivorous,Viviparous,Saxicolous,1,0,1,0,0,0
Liolaemus walkeri,Sauria,Liolaemidae,1938,6.44e+16,,Omnivorous,Viviparous,,0,0,1,0,0,1
Liolaemus wari,Sauria,Liolaemidae,2013,614,3,,Viviparous,Terrestrial,0,0,0,1,0,0
Liolaemus wiegmannii,Sauria,Liolaemidae,1837,66,5.4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus williamsi,Sauria,Liolaemidae,1992,77,,,,,1,0,1,1,1,1
Liolaemus xanthoviridis,Sauria,Liolaemidae,1980,1012,8,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus yanalcu,Sauria,Liolaemidae,2002,614,3.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus yatel,Sauria,Liolaemidae,2014,611,,Omnivorous,,Terrestrial,1,0,1,0,1,0
Liolaemus zapallarensis,Sauria,Liolaemidae,1933,110,9.3,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Liolaemus zullyi,Sauria,Liolaemidae,1996,888,,Carnivorous,Viviparous,Saxicolous&Terrestrial,,0,1,0,0,0
Microlophus albemarlensis,Sauria,Tropiduridae,1890,125,2.34,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus arenarius,Sauria,Tropiduridae,1845,1202,2.6,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,,0,0,0,0,0
Microlophus atacamensis,Sauria,Tropiduridae,1960,1.293e+16,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Microlophus bivittatus,Sauria,Tropiduridae,1871,105,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Microlophus delanonis,Sauria,Tropiduridae,1890,155,4.36,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus duncanensis,Sauria,Tropiduridae,1890,105,,Omnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Microlophus grayii,Sauria,Tropiduridae,1843,110,,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Microlophus habelii,Sauria,Tropiduridae,1876,115,2.5,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus heterolepis,Sauria,Tropiduridae,1834,130,,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Microlophus koepckeorum,Sauria,Tropiduridae,1956,81,3.2,Omnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Microlophus occipitalis,Sauria,Tropiduridae,1871,80,4.5,Carnivorous,Oviparous,Arboreal&Saxicolous,0,0,0,0,0,0
Microlophus pacificus,Sauria,Tropiduridae,1876,105,,Omnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Microlophus peruvianus,Sauria,Tropiduridae,1830,140,3.5,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus quadrivittatus,Sauria,Tropiduridae,1845,146,3.16,Omnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Microlophus tarapacensis,Sauria,Tropiduridae,1966,1104,,Herbivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Microlophus theresiae,Sauria,Tropiduridae,1901,107,3.4,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus theresioides,Sauria,Tropiduridae,1966,120,2.8,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Microlophus thoracicus,Sauria,Tropiduridae,1845,94,3.1,Herbivorous,Oviparous,Fossorial&Terrestrial,0,0,0,0,0,0
Microlophus tigris,Sauria,Tropiduridae,1845,105,3.8,Carnivorous,Oviparous,Arboreal&Saxicolous,0,0,0,0,0,0
Microlophus yanezi,Sauria,Tropiduridae,1980,109,,Omnivorous,Oviparous,,0,0,1,0,0,1
Oplurus cuvieri,Sauria,Opluridae,1831,170,3.5,Omnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Oplurus cyclurus,Sauria,Opluridae,1820,160,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Oplurus fierinensis,Sauria,Opluridae,1869,100,,,Oviparous,Saxicolous,0,0,1,1,0,0
Oplurus grandidieri,Sauria,Opluridae,1900,118,,,Oviparous,Saxicolous&Terrestrial,0,0,1,1,0,0
Oplurus quadrimaculatus,Sauria,Opluridae,1851,145,,Carnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Oplurus saxicola,Sauria,Opluridae,1869,109,,,Oviparous,Saxicolous,0,0,1,1,0,0
Petrosaurus mearnsi,Sauria,Phrynosomatidae,1894,106,4,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Petrosaurus repens,Sauria,Phrynosomatidae,1895,129,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Petrosaurus slevini,Sauria,Phrynosomatidae,1922,105,,Carnivorous,Oviparous,Saxicolous,1,0,1,0,0,0
Petrosaurus thalassinus,Sauria,Phrynosomatidae,1863,175,19,Omnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
